id_tabe,shop_name_tabe,tabelog_url_tabe,rating_value_tabe,rating_cnt_tabe,post_code_tabe,addr_region_tabe,addr_local_tabe,street_addr_tabe,latitude_tabe,longitude_tabe,tel_tabe,eigyo_info_tabe,nearest_station_tabe,homepage_tabe,official_account_tabe
99,蓮爾 登戸店,https://tabelog.com/kanagawa/A1405/A140506/14003791/,3.57,160,2140014,神奈川県,川崎市多摩区,登戸1770,35.62038258472605,139.56171160960943,非公開,日曜日,向ケ丘遊園駅,,https://twitter.com/hasumi_noborito?lang=fr
100,ラーメンエース 八王子店,https://tabelog.com/tokyo/A1329/A132904/13133359/,3.49,63,1920015,東京都,八王子市,中野町2686-11,35.68191618951149,139.31794291034444,非公開,日曜日,西八王子駅,,
101,用心棒 市ヶ谷飯田橋,https://tabelog.com/tokyo/A1309/A130904/13237743/,3.53,68,1620843,東京都,新宿区,市谷田町3-8-3 コアクツビル 1F,35.69629728184806,139.73888728882537,03-6265-0014,日曜日,市ケ谷駅,https://senrigaaan.com/,https://twitter.com/youjinbouii
102,豚ラーメン 板橋駅前店,https://tabelog.com/tokyo/A1322/A132201/13204157/,3.39,34,1140023,東京都,北区,滝野川7-2-6 白井ビル 1F,35.74572445081231,139.7204498776668,不明の為情報お待ちしております,日曜営業,板橋駅,,
103,火の豚 人形町駅前店,https://tabelog.com/tokyo/A1302/A130204/13218617/,3.61,157,1030000,東京都,中央区,人形町3-7-14,35.68624521569149,139.7816847528714,不明の為情報お待ちしております,夏季、年末年始、臨時休業は必ずTwitterで告知,人形町駅,,https://twitter.com/hinobuta_ningyo
104,ら～めん コジマル 東金店,https://tabelog.com/chiba/A1205/A120503/12046408/,3.36,16,2891326,千葉県,山武市,成東1563,35.59266151554887,140.39623413448405,0475-78-6222,無休,求名駅,,https://twitter.com/kojimarutougane
105,中華ソバ 伊吹,https://tabelog.com/tokyo/A1322/A132205/13163874/,3.92,585,1740063,東京都,板橋区,前野町4-58-10 見次パークマンション 1F,35.77267691344004,139.6925204007109,080-4928-0013,日曜日、月曜日,志村坂上駅,,https://twitter.com/ibkkasu
106,豚風。,https://tabelog.com/tokyo/A1317/A131712/13265033/,3.11,32,1420064,東京都,品川区,旗の台3-12-2,35.605163913573456,139.70362385784057,不明の為情報お待ちしております,火曜日,旗の台駅,,https://twitter.com/araimeshi
107,かじろうramen7,https://tabelog.com/chiba/A1201/A120105/12023426/,3.53,106,2640025,千葉県,千葉市若葉区,都賀3-25-7,35.63588874547989,140.1524893316487,非公開,日曜日 月曜日,都賀駅,,
108,ラーメンイエロー 御徒町店,https://tabelog.com/tokyo/A1311/A131101/13212744/,3.41,55,1100016,東京都,台東区,台東2-7-4 和田ビル 1F,35.70277641407222,139.77659024817635,03-3831-7878,日曜日,末広町駅,,
109,ラーメン ハイキック,https://tabelog.com/saitama/A1103/A110302/11047811/,3.19,16,3540024,埼玉県,富士見市,鶴瀬東1-2-33,35.848183955028034,139.54024123766445,不明の為情報お待ちしております,月曜日,鶴瀬駅,,https://twitter.com/ramenhighkick
110,豚ラーメン 蕨店,https://tabelog.com/saitama/A1102/A110202/11030129/,3.55,85,3350004,埼玉県,蕨市,中央1-33-8,35.82904498027682,139.68847480807503,不明の為情報お待ちしております,不定休,蕨駅,http://ameblo.jp/butara-men0406/,
111,ラーメン二郎 池袋東口店,https://tabelog.com/tokyo/A1305/A130501/13003881/,3.67,584,1710022,東京都,豊島区,南池袋2-27-17 １Ｆ,35.72827842357425,139.71383761895004,03-3980-0210,月曜日(但し、月曜日が祝日の場合は営業。翌火曜日が休み),池袋駅,http://www.ramen-jiro.com/,https://www.instagram.com/explore/locations/179157/
112,自家製麺 麺でる 川崎店808ism,https://tabelog.com/kanagawa/A1405/A140503/14076099/,3.47,50,2120004,神奈川県,川崎市幸区,小向西町3-56-1,35.54859914024403,139.68828218075504,044-387-0488,無し※夏季休暇、年末年始、臨時休業あり,矢向駅,,https://twitter.com/mendel_kawasaki
113,麺創研 紅 国分寺,https://tabelog.com/tokyo/A1325/A132502/13180975/,3.61,118,1850012,東京都,国分寺市,本町2-2-15,35.70059846164628,139.48290890532505,042-349-6690,年中無休　※年末年始・臨時研究日アリ,国分寺駅,http://www.mensoken.jp,https://www.facebook.com/mensoken
114,らー麺 ぶたのジョー,https://tabelog.com/saitama/A1102/A110203/11040178/,3.37,22,3400022,埼玉県,草加市,瀬崎3-40-25,35.81029540365243,139.80463574640802,非公開,月曜日,谷塚駅,,https://twitter.com/o5Njo1PFUb7CUCS
115,立川マシマシ 秘密工場,https://tabelog.com/tokyo/A1330/A133003/13180755/,3.47,73,1980036,東京都,青梅市,河辺町9-5-5,35.78380536948728,139.2906091003618,不明の為情報お待ちしております,無休,河辺駅,,https://twitter.com/tachikawamashi2
116,蒙麺 火の豚,https://tabelog.com/saitama/A1104/A110402/11041033/,3.57,120,3460012,埼玉県,久喜市,栗原3-2-1,36.07442655129468,139.7066336688352,0480-21-0772,【年中無休】 ※年末年始は休業有り,幸手駅,http://hinobuta.wixsite.com/netshop,https://twitter.com/akkey0217
118,麺屋 神工,https://tabelog.com/chiba/A1203/A120301/12051150/,3.32,37,2770855,千葉県,柏市,南柏1-2-4,35.84457905769891,139.9534179226928,不明の為情報お待ちしております,水曜,南柏駅,,https://twitter.com/MNYTHKKND
119,らーめん三極志,https://tabelog.com/tokyo/A1324/A132401/13228015/,3.64,96,1160014,東京都,荒川区,東日暮里 6-10-1 東日暮里十番コープ 1F,35.73040213868866,139.7785695848725,03-6875-9403,火曜,三河島駅,,https://twitter.com/twobasehit
120,ラーメン 空 本店,https://tabelog.com/hokkaido/A0101/A010103/1009044/,3.63,426,0600000,北海道,札幌市中央区,南3条西5-20-2,43.056554415460276,141.35001178333349,011-281-0085,無休,資生館小学校前駅,http://ramen-sora.com,https://twitter.com/RamenSORA2008
121,ラーメン 他力也,https://tabelog.com/tokyo/A1325/A132501/13209147/,3.47,49,1840002,東京都,小金井市,梶野町5-5-7,35.70277864907436,139.5228921510075,不明の為情報お待ちしております,日曜日、祝日,東小金井駅,,
122,ボディブロー,https://tabelog.com/saitama/A1102/A110203/11051575/,3.50,30,3430854,埼玉県,越谷市,北後谷840-1,35.8984875943232,139.75447140757746,080-9521-8838,毎週木曜日、祝祭日の場合は水曜日,北越谷駅,,https://www.instagram.com/gamushara463/
123,ラーメン 桜香,https://tabelog.com/hokkaido/A0101/A010102/1040313/,3.52,64,0600000,北海道,札幌市中央区,南1条西14-1,43.057281743236494,141.33661818429255,011-231-4788,土曜日,西１５丁目駅,,https://www.facebook.com/ramennouka/
124,ラーメンブタヒロ×まぜまぜムタヒロ,https://tabelog.com/tokyo/A1325/A132502/13215494/,3.53,71,1850021,東京都,国分寺市,南町2-17-9 ARTビル 1F,35.699706342313085,139.48333641089556,042-301-2215,年中無休,国分寺駅,http://mutahiro.com/index.html,https://twitter.com/ramen_butahiro
125,麺屋 とん嬉,https://tabelog.com/ibaraki/A0802/A080202/8018835/,3.30,32,3000838,茨城県,土浦市,摩利山新田273-5,36.038944933545494,140.17598021218055,029-841-1810,月曜日,荒川沖駅,,
126,らーめんたろう 本山店,https://tabelog.com/hyogo/A2801/A280105/28008274/,3.29,68,6580016,兵庫県,神戸市東灘区,本山中町4-3-7,34.72421307796783,135.27908159842283,078-451-0307,無休,摂津本山駅,http://www.chinaroad-japan.com/,
127,らーめん つの旨,https://tabelog.com/gunma/A1001/A100101/10014099/,3.54,62,3710047,群馬県,前橋市,関根町2-23-2,36.433654673664535,139.0476935208958,非公開,火曜,群馬総社駅,,https://www.facebook.com/pages/maebashi-ramen/876546079028899/
128,らーめん きじとら,https://tabelog.com/kanagawa/A1407/A140701/14046248/,3.55,105,2520206,神奈川県,相模原市中央区,淵野辺1-10-11,35.57137011602375,139.39059863270347,不明の為情報お待ちしております,木,矢部駅,,
129,ラーメン 盛太郎 神保町店,https://tabelog.com/tokyo/A1310/A131003/13235542/,3.47,44,1010052,東京都,千代田区,神田小川町3-20-7,35.69656264472416,139.76128680521896,不明の為情報お待ちしております,無休,神保町駅,https://moritarou.biz/,
130,男気らーめん アカギ,https://tabelog.com/gunma/A1002/A100201/10021814/,3.08,15,3760002,群馬県,桐生市,境野町2-613-14,36.38950635241092,139.3505417909359,不明の為情報お待ちしております,日曜日、第1・3月曜日,小俣駅,,https://twitter.com/akagiramen
131,らーめん 髭の家,https://tabelog.com/tochigi/A0901/A090101/9019642/,3.02,3,3210136,栃木県,宇都宮市,みどり野町5-11,36.50351502418018,139.86131078912288,028-655-6559,無し,西川田駅,,
132,立川マシマシ 立川総本店,https://tabelog.com/tokyo/A1329/A132901/13173764/,3.59,228,1900022,東京都,立川市,錦町1-2-16 立川アーバンホテル たま館 1F,35.69718877368749,139.4162832066818,042-512-8863,無休（年末年始を除く）,立川駅,http://osietesite.com/gourmet/tokyo/chinese-tokyo/masimasi,https://twitter.com/TachikawaMashi2
133,ラーメン滋悟郎,https://tabelog.com/gunma/A1002/A100203/10015737/,3.50,53,3700303,群馬県,太田市,新田小金井町1841-3,36.32620819392061,139.3228067309146,不明の為情報お待ちしております,月曜日,治良門橋駅,http://ameblo.jp/jigorou-201507/,
134,ラーメン鷹の目 川口店,https://tabelog.com/saitama/A1102/A110201/11052957/,3.30,31,3320017,埼玉県,川口市,栄町3-8-10,35.80282278308045,139.7201692165088,不明の為情報お待ちしております,無休,川口駅,,
135,ザ・ラーメンスモールアックス,https://tabelog.com/tokyo/A1315/A131501/13138821/,3.54,110,1400011,東京都,品川区,東大井5-3-5,35.6074958951108,139.73592995634263,非公開,土曜日、日曜日、祝日,大井町駅,,https://twitter.com/smallaxebmw
137,立川マシマシ  足利総本店,https://tabelog.com/tochigi/A0902/A090202/9016853/,3.35,38,3260816,栃木県,足利市,緑町2-23-1,36.334456145663225,139.4309804229055,0284-64-8878,日曜営業,野州山辺駅,,
138,鶏と魚だしのつけめん哲 溝の口店,https://tabelog.com/kanagawa/A1405/A140505/14042754/,3.50,210,2130001,神奈川県,川崎市高津区,溝口2-8-12 東急田園都市線溝の口駅高架下,35.600499746919574,139.61145283849206,044-811-1363,無休,溝の口駅,http://www.tetsu102.com/,
139,麺屋 櫻弐,https://tabelog.com/tochigi/A0902/A090201/9019133/,3.07,12,3280000,栃木県,栃木市,園部町3-17-21,36.38273928354384,139.71545124125635,不明の為情報お待ちしております,火曜日,栃木駅,,https://twitter.com/menyaouji
140,ラーメン　○菅,https://tabelog.com/tokyo/A1324/A132403/13106018/,3.54,93,1250061,東京都,葛飾区,亀有5-45-8,35.767393274594156,139.849410947569,非公開,火曜日,亀有駅,,
141,俺の生きる道 柏店,https://tabelog.com/chiba/A1203/A120301/12050329/,3.40,36,2770023,千葉県,柏市,中央2-9-11,35.855602363568686,139.97163840195077,不明の為情報お待ちしております,火曜日,柏駅,,https://twitter.com/oremichikashiwa
142,魔人豚,https://tabelog.com/saitama/A1103/A110304/11024256/,3.54,71,3500811,埼玉県,川越市,小堤910-28 エスパース・リュミエール五番館 1F,35.93660760192628,139.4244130856814,090-3810-2626,当面の間、土曜日・日曜日・祝日,鶴ケ島駅,,
143,立川マシマシ 古河125号店,https://tabelog.com/ibaraki/A0806/A080601/8023064/,3.09,11,3060233,茨城県,古河市,西牛谷276,36.20518320573648,139.7432882155152,不明の為情報お待ちしております,年中無休,野木駅,,https://twitter.com/TachikawaMashi2
144,ハナイロモ麺,https://tabelog.com/tokyo/A1320/A132001/13258638/,3.45,38,1800004,東京都,武蔵野市,吉祥寺本町1-31-4 日得ビル1F,35.703913733321905,139.58237410322062,不明の為情報お待ちしております,水曜日,吉祥寺駅,,https://twitter.com/8716_momen
145,麺屋 歩夢 金沢八景店,https://tabelog.com/kanagawa/A1401/A140310/14079421/,3.39,29,2360027,神奈川県,横浜市金沢区,瀬戸9-27-2,35.32978359644309,139.62126143259897,不明の為情報お待ちしております,月曜日（5月より変更致しました。）,金沢八景駅,,https://twitter.com/meynyaaaaymu
146,もみじ屋,https://tabelog.com/tokyo/A1318/A131804/13116365/,3.48,104,1680063,東京都,杉並区,和泉2-9-21,35.67169449792842,139.65149206863532,03-5300-2386,土曜日、日曜日、祝日、Twitter確認推奨,明大前駅,,https://twitter.com/ramen_momijiya
147,ジャンクガレッジ 大宮駅前店,https://tabelog.com/saitama/A1101/A110101/11034460/,3.16,99,3300846,埼玉県,さいたま市大宮区,大門町1-24-1 1F,35.90676391346969,139.62622862151477,048-779-8537,年中無休,大宮駅,http://junk-garage.net/,
148,らうめん　さぶ郎,https://tabelog.com/tokyo/A1301/A130103/13014016/,3.47,104,1050021,東京都,港区,東新橋2-6-5,35.66184350702865,139.7570790309799,03-3459-8150,日曜、祝日,汐留駅,,
150,麺処 はいから,https://tabelog.com/ibaraki/A0802/A080201/8016748/,3.30,24,3050025,茨城県,つくば市,花室732,36.089215387727386,140.12814659243656,非公開,日曜日,つくば駅,,https://www.facebook.com/pages/%E9%BA%BA%E5%87%A6-%E3%81%AF%E3%81%84%E3%81%8B%E3%82%89/1601286130099725
151,雷 松戸駅東口店,https://tabelog.com/chiba/A1203/A120302/12045291/,3.49,62,2710092,千葉県,松戸市,松戸1240-3 エクセル松戸 1F,35.78299196242976,139.9016133939691,不明の為情報お待ちしております,無休,松戸駅,https://www.tomita-cocoro.jp/kaminari_matsudo.html,
152,麺屋 長次郎,https://tabelog.com/chiba/A1202/A120202/12049143/,3.39,35,2720023,千葉県,市川市,南八幡3-6-17 旭ビル 2F,35.71928616320309,139.92693589073616,047-316-2139,なし,本八幡駅,,https://twitter.com/chojiroporco
153,ラーメン荘 歴史を刻め 新栄店,https://tabelog.com/aichi/A2301/A230104/23066832/,3.52,68,4600007,愛知県,名古屋市中区,新栄2-27-12,35.16647776920117,136.92002106700818,不明の為情報お待ちしております,日曜日,新栄町駅,,https://twitter.com/nagoyarekishi01?s=09
154,スマートピッグ,https://tabelog.com/ibaraki/A0806/A080601/8023189/,3.08,7,3060012,茨城県,古河市,旭町2-9-4 あさひビル3号棟 1F,36.19721260829529,139.7238879714621,不明の為情報お待ちしております,月曜日,古河駅,,https://twitter.com/smapi_20190715
155,ラーメン豚山 大塚店,https://tabelog.com/tokyo/A1323/A132302/13228664/,3.50,77,1700004,東京都,豊島区,北大塚2-11-14,35.733010939289365,139.72781401809564,不明の為情報お待ちしております,"年中無休(12/31,元日)を除く",大塚駅,,
156,らーめん田丸,https://tabelog.com/tokyo/A1316/A131601/13002049/,3.56,199,1530064,東京都,目黒区,下目黒1-5-20 コムトーヨービル 1F,35.63430289159376,139.7122284682835,03-3493-3978,第２・第４月曜日,目黒駅,,
157,雨ニモマケズ,https://tabelog.com/tokyo/A1323/A132304/13175392/,3.63,125,1140034,東京都,北区,上十条3-29-11,35.7615630101586,139.7190570418833,不明の為情報お待ちしております,火曜,十条駅,http://ameblo.jp/hnd-dreams/theme-10052119776.html,https://twitter.com/amemake1119
158,ラーメン すくえ屋,https://tabelog.com/saitama/A1105/A110504/11050236/,3.33,21,3690301,埼玉県,児玉郡上里町,金久保666-1,36.26249590443474,139.13555077148823,0495-33-8688,水曜日,神保原駅,,https://twitter.com/ramensukueya
159,三代目麺処まるは極,https://tabelog.com/chiba/A1202/A120201/12025959/,3.55,282,2730005,千葉県,船橋市,本町1-32-3,35.70014616547406,139.9847925225448,047-424-0022,無休,京成船橋駅,,
160,麺創研 紅 BLACK,https://tabelog.com/tokyo/A1326/A132602/13201136/,3.26,40,1830023,東京都,府中市,宮町1-100 ル・シーニュ 1F,35.67197757446701,139.47949689533885,042-361-7792,月曜日,府中駅,http://www.mensoken.jp/,https://www.facebook.com/mensoken
161,ウチデノコヅチ,https://tabelog.com/tokyo/A1318/A131813/13247558/,3.41,43,1560052,東京都,世田谷区,経堂2-3-8 但馬屋ビル 1F,35.65232463983536,139.63642171205043,03-6339-2223,水曜日,経堂駅,,https://twitter.com/japanesehammer
162,まるぶし　とんや,https://tabelog.com/gunma/A1001/A100102/10001694/,3.57,120,3700007,群馬県,高崎市,問屋町西1-7-1 1F,36.350016516474525,139.00680049013278,027-362-1066,月曜,高崎問屋町駅,,
163,ジャンクガレッジ 東大宮,https://tabelog.com/saitama/A1101/A110103/11004783/,3.35,176,3370051,埼玉県,さいたま市見沼区,東大宮4-47-4,35.951686747006754,139.63415839461922,048-662-0036,無休,東大宮駅,http://junk-garage.net/,
164,自家製麺 酉,https://tabelog.com/kanagawa/A1401/A140101/14082058/,3.39,41,2200011,神奈川県,横浜市西区,高島2-14-9 アソビル,35.46409480169996,139.62216100728995,不明の為情報お待ちしております,無休,横浜駅,,https://twitter.com/jikaseimen_tori
